new_name,original_dataset,original_split,original_name,split
lixo-dt1-00019,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.18842bf2f4f0d0290afdda3f1d48c324.jpg,val
lixo-dt1-00020,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.18842bf2f4f0d0290afdda3f1d48c324.jpg,train
lixo-dt1-00021,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.89009bea39b4b6f418388df29e7e461f.jpg,val
lixo-dt1-00022,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.89009bea39b4b6f418388df29e7e461f.jpg,train
lixo-dt1-00023,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.9267696620be720f2a5edf4a62ea4432.jpg,val
lixo-dt1-00024,classificador-de-lixo,train,street_view_-22-996748324469998-43-31306482728746270_jpg.rf.9267696620be720f2a5edf4a62ea4432.jpg,val
lixo-dt1-00025,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.4357e967d69230fa520e8c9eef2332f0.jpg,train
lixo-dt1-00026,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.4357e967d69230fa520e8c9eef2332f0.jpg,train
lixo-dt1-00027,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.4c4f378cb39689230795e659da51f071.jpg,train
lixo-dt1-00028,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.4c4f378cb39689230795e659da51f071.jpg,train
lixo-dt1-00029,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.b3382157d196c4f6c9fa5ad3c59e0bfa.jpg,test
lixo-dt1-00030,classificador-de-lixo,train,street_view_-22-996748324469998-43-31326180_jpg.rf.b3382157d196c4f6c9fa5ad3c59e0bfa.jpg,train
lixo-dt1-00031,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.2ab3c3d1ce6996730a544bc239568959.jpg,train
lixo-dt1-00032,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.2ab3c3d1ce6996730a544bc239568959.jpg,train
lixo-dt1-00033,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.acb16e09c2fbc3c1783fdb4568069f5c.jpg,train
lixo-dt1-00034,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.acb16e09c2fbc3c1783fdb4568069f5c.jpg,train
lixo-dt1-00035,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.b03f01f26f8525ef1b7d2e9207942267.jpg,val
lixo-dt1-00036,classificador-de-lixo,train,street_view_-22-996748324469998-43-3134551727125490_jpg.rf.b03f01f26f8525ef1b7d2e9207942267.jpg,train
lixo-dt1-00037,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.06f1422e59197e3a10b3f6993a792bc8.jpg,val
lixo-dt1-00038,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.06f1422e59197e3a10b3f6993a792bc8.jpg,train
lixo-dt1-00039,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.3a5cecf1075b454ed8e3467fcefd4f9b.jpg,test
lixo-dt1-00040,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.3a5cecf1075b454ed8e3467fcefd4f9b.jpg,train
lixo-dt1-00041,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.7fcee3e6c8945ef1408ba3cfaa259879.jpg,train
lixo-dt1-00042,classificador-de-lixo,train,street_view_-22-996748324469998-43-313650345425074180_jpg.rf.7fcee3e6c8945ef1408ba3cfaa259879.jpg,train
lixo-dt1-00043,classificador-de-lixo,valid,street_view_-19-937902-43-90727876544384270_jpg.rf.2ecf7a45c65f53d59318267e5d19161b.jpg,test
lixo-dt1-00044,classificador-de-lixo,valid,street_view_-19-937902-43-90727876544384270_jpg.rf.2ecf7a45c65f53d59318267e5d19161b.jpg,train
lixo-dt1-00045,classificador-de-lixo,valid,street_view_-22-996748324469998-43-31326270_jpg.rf.1d0dac9e074c52b019d9e5f7dd4c9d35.jpg,train
lixo-dt1-00046,classificador-de-lixo,valid,street_view_-22-996748324469998-43-31326270_jpg.rf.1d0dac9e074c52b019d9e5f7dd4c9d35.jpg,val
lixo-dt2-00001,garbage-8uzha,train,20230707163907_jpg.rf.6425fa3f2a8bae6fdfad7e4e6d7885d4.jpg,train
lixo-dt2-00002,garbage-8uzha,train,20230707163907_jpg.rf.6425fa3f2a8bae6fdfad7e4e6d7885d4.jpg,val
lixo-dt2-00003,garbage-8uzha,train,20230707163907_jpg.rf.ec6c417034746b1c3e3d8bd0e955b015.jpg,val
lixo-dt2-00004,garbage-8uzha,train,20230707163907_jpg.rf.ec6c417034746b1c3e3d8bd0e955b015.jpg,val
lixo-dt2-00005,garbage-8uzha,train,20230707163924_jpg.rf.42de1fbcac0a02cd6595bdedceacb56c.jpg,test
lixo-dt2-00006,garbage-8uzha,train,20230707163924_jpg.rf.42de1fbcac0a02cd6595bdedceacb56c.jpg,val
lixo-dt2-00007,garbage-8uzha,train,20230707163924_jpg.rf.bdf2cbf2a3ef179f9244a6bff51f5e6e.jpg,train
lixo-dt2-00008,garbage-8uzha,train,20230707163924_jpg.rf.bdf2cbf2a3ef179f9244a6bff51f5e6e.jpg,train
lixo-dt2-00009,garbage-8uzha,train,20230707163939_jpg.rf.950ac1235391cf0578ca08211b383126.jpg,train
lixo-dt2-00010,garbage-8uzha,train,20230707163939_jpg.rf.950ac1235391cf0578ca08211b383126.jpg,val
lixo-dt2-00011,garbage-8uzha,train,20230707163939_jpg.rf.e96c44e231e2b60263c56b7aa5ca6f1e.jpg,val
lixo-dt2-00012,garbage-8uzha,train,20230707163939_jpg.rf.e96c44e231e2b60263c56b7aa5ca6f1e.jpg,train
lixo-dt2-00013,garbage-8uzha,train,20230707163951_jpg.rf.03a3b886ee444c7c6fe089624e10b553.jpg,train
lixo-dt2-00014,garbage-8uzha,train,20230707163951_jpg.rf.03a3b886ee444c7c6fe089624e10b553.jpg,val
lixo-dt2-00015,garbage-8uzha,train,20230707163951_jpg.rf.baaac9ba77acbd0a71f3ab22b251be46.jpg,train
lixo-dt2-00016,garbage-8uzha,train,20230707163951_jpg.rf.baaac9ba77acbd0a71f3ab22b251be46.jpg,train
lixo-dt2-00017,garbage-8uzha,train,20230707164022_jpg.rf.1640e1eabee66cd610627b1dc8565855.jpg,test
lixo-dt2-00018,garbage-8uzha,train,20230707164022_jpg.rf.1640e1eabee66cd610627b1dc8565855.jpg,train
lixo-dt2-00019,garbage-8uzha,train,20230707164022_jpg.rf.24d617aacf5386e7eb1dab3ac3fe98b4.jpg,train
lixo-dt2-00020,garbage-8uzha,train,20230707164022_jpg.rf.24d617aacf5386e7eb1dab3ac3fe98b4.jpg,train
lixo-dt2-00021,garbage-8uzha,train,20230707164033_jpg.rf.0b889180983f87926fbb6ba5570444a2.jpg,train
lixo-dt2-00022,garbage-8uzha,train,20230707164033_jpg.rf.0b889180983f87926fbb6ba5570444a2.jpg,val
lixo-dt2-00023,garbage-8uzha,train,20230707164033_jpg.rf.d9d1e62b04910eddd7557b9f33e8e8fe.jpg,train
lixo-dt2-00024,garbage-8uzha,train,20230707164033_jpg.rf.d9d1e62b04910eddd7557b9f33e8e8fe.jpg,train
lixo-dt2-00025,garbage-8uzha,train,20230707164114_jpg.rf.50abd81fbe86df73e0f1aad63f0e9b88.jpg,train
lixo-dt2-00026,garbage-8uzha,train,20230707164114_jpg.rf.50abd81fbe86df73e0f1aad63f0e9b88.jpg,train
lixo-dt2-00027,garbage-8uzha,train,20230707164114_jpg.rf.853682e3a34c27b4b4e34c54833a5777.jpg,train
lixo-dt2-00028,garbage-8uzha,train,20230707164114_jpg.rf.853682e3a34c27b4b4e34c54833a5777.jpg,val
lixo-dt2-00029,garbage-8uzha,train,9_dsp_su_11-10_09-18-40_for_DF5_jpg.rf.011e384174ec6bd64f47ea017fe5c124.jpg,val
lixo-dt2-00030,garbage-8uzha,train,9_dsp_su_11-10_09-18-40_for_DF5_jpg.rf.011e384174ec6bd64f47ea017fe5c124.jpg,train
lixo-dt2-00031,garbage-8uzha,train,9_dsp_su_11-10_09-19-16_for_DF5_jpg.rf.3f8dcdaf1b7781d76052f727c389781f.jpg,train
lixo-dt2-00032,garbage-8uzha,train,9_dsp_su_11-10_09-19-16_for_DF5_jpg.rf.3f8dcdaf1b7781d76052f727c389781f.jpg,train
lixo-dt2-00033,garbage-8uzha,train,9_dsp_su_11-10_09-19-16_for_DF5_jpg.rf.c5d38da2fa1b89cb484d25b6419a1237.jpg,train
lixo-dt2-00034,garbage-8uzha,train,9_dsp_su_11-10_09-19-16_for_DF5_jpg.rf.c5d38da2fa1b89cb484d25b6419a1237.jpg,train
lixo-dt2-00035,garbage-8uzha,train,9_dsp_su_11-10_09-20-56_for_DF5_jpg.rf.061ce872313d964dc5cdc9010edc6bfe.jpg,test
lixo-dt2-00036,garbage-8uzha,train,9_dsp_su_11-10_09-20-56_for_DF5_jpg.rf.061ce872313d964dc5cdc9010edc6bfe.jpg,train
lixo-dt2-00037,garbage-8uzha,train,9_dsp_su_11-10_09-20-56_for_DF5_jpg.rf.c8006c6d809c00aeced27152837d0e54.jpg,val
lixo-dt2-00038,garbage-8uzha,train,9_dsp_su_11-10_09-20-56_for_DF5_jpg.rf.c8006c6d809c00aeced27152837d0e54.jpg,train
lixo-dt2-00039,garbage-8uzha,train,9_dsp_su_11-10_09-21-14_for_DF4_jpg.rf.0f20064fc2c996801fd961165d7463da.jpg,val
lixo-dt2-00040,garbage-8uzha,train,9_dsp_su_11-10_09-21-14_for_DF4_jpg.rf.0f20064fc2c996801fd961165d7463da.jpg,train
lixo-dt2-00041,garbage-8uzha,train,9_dsp_su_11-10_09-21-14_for_DF5_jpg.rf.65ad84c3573e103df3942d0f8b00f1a5.jpg,val
lixo-dt2-00042,garbage-8uzha,train,9_dsp_su_11-10_09-21-14_for_DF5_jpg.rf.65ad84c3573e103df3942d0f8b00f1a5.jpg,train
lixo-dt2-00043,garbage-8uzha,train,9_dsp_su_11-10_09-21-18_for_DF5_jpg.rf.d5b910d59849e89cef4e377c13b9c07c.jpg,train
lixo-dt2-00044,garbage-8uzha,train,9_dsp_su_11-10_09-21-18_for_DF5_jpg.rf.d5b910d59849e89cef4e377c13b9c07c.jpg,train
lixo-dt2-00045,garbage-8uzha,train,9_dsp_su_11-10_09-21-34_for_DF5_jpg.rf.56af9beb9aecc3840dc2e3ecc4f598cd.jpg,train
lixo-dt2-00046,garbage-8uzha,train,9_dsp_su_11-10_09-21-34_for_DF5_jpg.rf.56af9beb9aecc3840dc2e3ecc4f598cd.jpg,train
lixo-dt2-00047,garbage-8uzha,train,9_dsp_su_11-10_09-22-32_for_DF5_jpg.rf.37379ce3ae7ec593afd31f3122307a02.jpg,val
lixo-dt2-00048,garbage-8uzha,train,9_dsp_su_11-10_09-22-32_for_DF5_jpg.rf.37379ce3ae7ec593afd31f3122307a02.jpg,train
lixo-dt2-00049,garbage-8uzha,train,9_dsp_su_11-10_09-24-17_for_DF5_jpg.rf.a57baf70c90e950c205914e4afec3526.jpg,train
lixo-dt2-00050,garbage-8uzha,train,9_dsp_su_11-10_09-24-17_for_DF5_jpg.rf.a57baf70c90e950c205914e4afec3526.jpg,train
lixo-dt2-00051,garbage-8uzha,train,9_dsp_su_11-10_09-24-23_for_DF4_jpg.rf.2f300272d0de9b2b701dd15865a72775.jpg,train
lixo-dt2-00052,garbage-8uzha,train,9_dsp_su_11-10_09-24-23_for_DF4_jpg.rf.2f300272d0de9b2b701dd15865a72775.jpg,train
lixo-dt2-00053,garbage-8uzha,train,9_dsp_su_11-10_09-24-23_for_DF5_jpg.rf.b69132fe97a5a9bf11318924aff446d4.jpg,train
lixo-dt2-00054,garbage-8uzha,train,9_dsp_su_11-10_09-24-23_for_DF5_jpg.rf.b69132fe97a5a9bf11318924aff446d4.jpg,val
lixo-dt2-00055,garbage-8uzha,train,9_dsp_su_11-10_09-24-26_for_DF5_jpg.rf.d3cb170aeb66cf53dbbfffe870835627.jpg,val
lixo-dt2-00056,garbage-8uzha,train,9_dsp_su_11-10_09-24-26_for_DF5_jpg.rf.d3cb170aeb66cf53dbbfffe870835627.jpg,val
lixo-dt2-00057,garbage-8uzha,train,9_dsp_su_11-10_09-24-29_for_DF5_jpg.rf.c027f3ca89f0713634e26277da7791fd.jpg,train
lixo-dt2-00058,garbage-8uzha,train,9_dsp_su_11-10_09-24-29_for_DF5_jpg.rf.c027f3ca89f0713634e26277da7791fd.jpg,train
lixo-dt2-00059,garbage-8uzha,train,9_dsp_su_11-10_09-25-56_for_DF5_jpg.rf.d7b944c23e58fd311d6471c56a550f0c.jpg,train
lixo-dt2-00060,garbage-8uzha,train,9_dsp_su_11-10_09-25-56_for_DF5_jpg.rf.d7b944c23e58fd311d6471c56a550f0c.jpg,train
lixo-dt2-00061,garbage-8uzha,train,9_dsp_su_11-10_09-26-04_for_DF5_jpg.rf.d409ae7de29e918c326b50bea7ff965c.jpg,val
lixo-dt2-00062,garbage-8uzha,train,9_dsp_su_11-10_09-26-04_for_DF5_jpg.rf.d409ae7de29e918c326b50bea7ff965c.jpg,train
lixo-dt2-00063,garbage-8uzha,train,9_dsp_su_11-10_09-26-10_for_DF5_jpg.rf.bc3b13e9bef2536a35821db80e1068f1.jpg,train
lixo-dt2-00064,garbage-8uzha,train,9_dsp_su_11-10_09-26-10_for_DF5_jpg.rf.bc3b13e9bef2536a35821db80e1068f1.jpg,train
lixo-dt2-00065,garbage-8uzha,train,9_dsp_su_11-10_09-26-28_for_DF5_jpg.rf.f98ea4d1355567e7dc555a3ff4400141.jpg,test
lixo-dt2-00066,garbage-8uzha,train,9_dsp_su_11-10_09-26-28_for_DF5_jpg.rf.f98ea4d1355567e7dc555a3ff4400141.jpg,train
lixo-dt2-00067,garbage-8uzha,train,9_dsp_su_11-10_09-30-10_for_DF5_jpg.rf.3495ff871cb09beecd4815d6db1fdae4.jpg,val
lixo-dt2-00068,garbage-8uzha,train,9_dsp_su_11-10_09-30-10_for_DF5_jpg.rf.3495ff871cb09beecd4815d6db1fdae4.jpg,train
lixo-dt2-00069,garbage-8uzha,train,9_dsp_su_11-10_09-30-12_for_DF5_jpg.rf.5e80173c95845e7f8baec37e123db01f.jpg,train
lixo-dt2-00070,garbage-8uzha,train,9_dsp_su_11-10_09-30-12_for_DF5_jpg.rf.5e80173c95845e7f8baec37e123db01f.jpg,train
lixo-dt2-00071,garbage-8uzha,train,9_dsp_su_11-10_09-30-32_for_DF5_jpg.rf.c93c664c4b58ae447b16e7a782bfed1b.jpg,train
lixo-dt2-00072,garbage-8uzha,train,9_dsp_su_11-10_09-30-32_for_DF5_jpg.rf.c93c664c4b58ae447b16e7a782bfed1b.jpg,train
lixo-dt2-00073,garbage-8uzha,train,9_dsp_su_11-10_09-30-56_for_DF4_jpg.rf.b4582bb1388ae7c86361b59da0ec1ebe.jpg,train
lixo-dt2-00074,garbage-8uzha,train,9_dsp_su_11-10_09-30-56_for_DF4_jpg.rf.b4582bb1388ae7c86361b59da0ec1ebe.jpg,train
lixo-dt2-00075,garbage-8uzha,train,9_dsp_su_11-10_09-31-03_for_DF5_jpg.rf.7d7bf98fe5dca706fe9412d3a9d48a91.jpg,val
lixo-dt2-00076,garbage-8uzha,train,9_dsp_su_11-10_09-31-03_for_DF5_jpg.rf.7d7bf98fe5dca706fe9412d3a9d48a91.jpg,train
lixo-dt2-00077,garbage-8uzha,train,9_dsp_su_11-10_09-31-03_for_DF5_jpg.rf.9b7ccc0d1104bc6da8fcc65b84f30ed7.jpg,train
lixo-dt2-00078,garbage-8uzha,train,9_dsp_su_11-10_09-31-03_for_DF5_jpg.rf.9b7ccc0d1104bc6da8fcc65b84f30ed7.jpg,val
lixo-dt2-00079,garbage-8uzha,train,9_dsp_su_11-10_09-31-30_for_DF5_jpg.rf.2d07d58797daa7289c9f3bdc05e41a7e.jpg,train
lixo-dt2-00080,garbage-8uzha,train,9_dsp_su_11-10_09-31-30_for_DF5_jpg.rf.2d07d58797daa7289c9f3bdc05e41a7e.jpg,train
lixo-dt2-00081,garbage-8uzha,train,9_dsp_su_11-10_09-31-30_for_DF5_jpg.rf.fddb4a2af163860fa9cd30d68eeb31f9.jpg,train
lixo-dt2-00082,garbage-8uzha,train,9_dsp_su_11-10_09-31-30_for_DF5_jpg.rf.fddb4a2af163860fa9cd30d68eeb31f9.jpg,train
lixo-dt2-00083,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF4_jpg.rf.12f9be14c79c6427c6e52fd4bc027bb7.jpg,train
lixo-dt2-00084,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF4_jpg.rf.12f9be14c79c6427c6e52fd4bc027bb7.jpg,train
lixo-dt2-00085,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF4_jpg.rf.6026ee2d12e5e967cc7a743d2b9f88da.jpg,train
lixo-dt2-00086,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF4_jpg.rf.6026ee2d12e5e967cc7a743d2b9f88da.jpg,train
lixo-dt2-00087,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF5_jpg.rf.76f66d0e2f2aebfb3eaebf6523d2ee85.jpg,train
lixo-dt2-00088,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF5_jpg.rf.76f66d0e2f2aebfb3eaebf6523d2ee85.jpg,train
lixo-dt2-00089,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF5_jpg.rf.e25e6ebebb51459fd42dead130dded14.jpg,train
lixo-dt2-00090,garbage-8uzha,train,9_dsp_su_11-10_09-32-02_for_DF5_jpg.rf.e25e6ebebb51459fd42dead130dded14.jpg,val
lixo-dt2-00091,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF4_jpg.rf.40c1dfa09a94f0c34641be32f116cd68.jpg,train
lixo-dt2-00092,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF4_jpg.rf.40c1dfa09a94f0c34641be32f116cd68.jpg,train
lixo-dt2-00093,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF4_jpg.rf.4252845783a234af99b6f79fe3f0803e.jpg,train
lixo-dt2-00094,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF4_jpg.rf.4252845783a234af99b6f79fe3f0803e.jpg,train
lixo-dt2-00095,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF5_jpg.rf.d6f47e39544a53a5bc79f66dc452367e.jpg,val
lixo-dt2-00096,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF5_jpg.rf.d6f47e39544a53a5bc79f66dc452367e.jpg,train
lixo-dt2-00097,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF5_jpg.rf.ee6dc612aee1ec8b3f1794f26c5c0eec.jpg,train
lixo-dt2-00098,garbage-8uzha,train,9_dsp_su_11-10_09-32-08_for_DF5_jpg.rf.ee6dc612aee1ec8b3f1794f26c5c0eec.jpg,train
lixo-dt2-00099,garbage-8uzha,train,9_dsp_su_11-10_09-32-20_for_DF5_jpg.rf.522166bdc3b5f41a99d045b4cdd3e644.jpg,test
lixo-dt2-00100,garbage-8uzha,train,9_dsp_su_11-10_09-32-20_for_DF5_jpg.rf.522166bdc3b5f41a99d045b4cdd3e644.jpg,train
lixo-dt2-00101,garbage-8uzha,train,9_dsp_su_11-10_09-32-20_for_DF5_jpg.rf.f9ec1ee5a513f1ac01f793166f99862e.jpg,train
lixo-dt2-00102,garbage-8uzha,train,9_dsp_su_11-10_09-32-20_for_DF5_jpg.rf.f9ec1ee5a513f1ac01f793166f99862e.jpg,train
lixo-dt2-00103,garbage-8uzha,train,9_dsp_su_11-10_09-32-28_for_DF5_jpg.rf.69862becb8dfe90727b211b0e0f2d050.jpg,train
lixo-dt2-00104,garbage-8uzha,train,9_dsp_su_11-10_09-32-28_for_DF5_jpg.rf.69862becb8dfe90727b211b0e0f2d050.jpg,train
lixo-dt2-00105,garbage-8uzha,train,9_dsp_su_11-10_09-32-28_for_DF5_jpg.rf.ce4a79c8e9e2da34c7b69bfb8fd8e2d5.jpg,train
lixo-dt2-00106,garbage-8uzha,train,9_dsp_su_11-10_09-32-28_for_DF5_jpg.rf.ce4a79c8e9e2da34c7b69bfb8fd8e2d5.jpg,val
lixo-dt2-00107,garbage-8uzha,train,9_dsp_su_11-10_09-33-08_for_DF5_jpg.rf.8dfc3f1b0107e6441ccdacdd41bdf646.jpg,train
lixo-dt2-00108,garbage-8uzha,train,9_dsp_su_11-10_09-33-08_for_DF5_jpg.rf.8dfc3f1b0107e6441ccdacdd41bdf646.jpg,train
lixo-dt2-00109,garbage-8uzha,train,9_dsp_su_11-10_09-33-08_for_DF5_jpg.rf.a723073e57d35943aff6c3082cacd0c2.jpg,train
lixo-dt2-00110,garbage-8uzha,train,9_dsp_su_11-10_09-33-08_for_DF5_jpg.rf.a723073e57d35943aff6c3082cacd0c2.jpg,train
lixo-dt2-00111,garbage-8uzha,train,9_dsp_su_11-10_09-33-13_for_DF5_jpg.rf.3116759f0a2c7fd084664c1200ef9592.jpg,train
lixo-dt2-00112,garbage-8uzha,train,9_dsp_su_11-10_09-33-13_for_DF5_jpg.rf.3116759f0a2c7fd084664c1200ef9592.jpg,train
lixo-dt2-00113,garbage-8uzha,train,9_dsp_su_11-10_09-33-13_for_DF5_jpg.rf.ee853cc23de37873d9961128caa8ca67.jpg,train
lixo-dt2-00114,garbage-8uzha,train,9_dsp_su_11-10_09-33-13_for_DF5_jpg.rf.ee853cc23de37873d9961128caa8ca67.jpg,train
lixo-dt2-00115,garbage-8uzha,train,9_dsp_su_11-10_09-33-17_for_DF5_jpg.rf.50cf4fa5a244f785d050c7bf6f96bdcb.jpg,test
lixo-dt2-00116,garbage-8uzha,train,9_dsp_su_11-10_09-33-17_for_DF5_jpg.rf.50cf4fa5a244f785d050c7bf6f96bdcb.jpg,train
lixo-dt2-00117,garbage-8uzha,train,9_dsp_su_11-10_09-33-17_for_DF5_jpg.rf.f155b6d09a18464386206fc7bc169c78.jpg,test
lixo-dt2-00118,garbage-8uzha,train,9_dsp_su_11-10_09-33-17_for_DF5_jpg.rf.f155b6d09a18464386206fc7bc169c78.jpg,val
lixo-dt2-00119,garbage-8uzha,train,9_dsp_su_11-10_09-33-24_for_DF5_jpg.rf.3da51351bc93412b32332aa067803815.jpg,train
lixo-dt2-00120,garbage-8uzha,train,9_dsp_su_11-10_09-33-24_for_DF5_jpg.rf.3da51351bc93412b32332aa067803815.jpg,test
lixo-dt2-00121,garbage-8uzha,train,9_dsp_su_11-10_09-33-24_for_DF5_jpg.rf.a9a5fead96ebd414a5ec89dfe4d84a2f.jpg,train
lixo-dt2-00122,garbage-8uzha,train,9_dsp_su_11-10_09-33-24_for_DF5_jpg.rf.a9a5fead96ebd414a5ec89dfe4d84a2f.jpg,train
lixo-dt2-00123,garbage-8uzha,train,9_dsp_su_11-10_09-34-16_for_DF5_jpg.rf.4f8bc5940cd360a7568f23768894ad7f.jpg,train
lixo-dt2-00124,garbage-8uzha,train,9_dsp_su_11-10_09-34-16_for_DF5_jpg.rf.4f8bc5940cd360a7568f23768894ad7f.jpg,train
lixo-dt2-00125,garbage-8uzha,train,9_dsp_su_11-10_09-34-16_for_DF5_jpg.rf.fbba4033f4bc0e59eb91034b677248dd.jpg,train
lixo-dt2-00126,garbage-8uzha,train,9_dsp_su_11-10_09-34-16_for_DF5_jpg.rf.fbba4033f4bc0e59eb91034b677248dd.jpg,val
lixo-dt2-00127,garbage-8uzha,train,9_dsp_su_11-10_09-34-21_for_DF5_jpg.rf.d7861f6e18f2a7dc5cf56faabdccff7a.jpg,val
lixo-dt2-00128,garbage-8uzha,train,9_dsp_su_11-10_09-34-21_for_DF5_jpg.rf.d7861f6e18f2a7dc5cf56faabdccff7a.jpg,test
lixo-dt2-00129,garbage-8uzha,train,9_dsp_su_11-10_09-34-21_for_DF5_jpg.rf.ef31140ab493ea93cd67fd3c426e14e8.jpg,val
lixo-dt2-00130,garbage-8uzha,train,9_dsp_su_11-10_09-34-21_for_DF5_jpg.rf.ef31140ab493ea93cd67fd3c426e14e8.jpg,val
lixo-dt2-00131,garbage-8uzha,train,9_dsp_su_11-10_09-34-52_for_DF5_jpg.rf.77c12b6c9e8cb62f4936b7665e4d39a9.jpg,val
lixo-dt2-00132,garbage-8uzha,train,9_dsp_su_11-10_09-34-52_for_DF5_jpg.rf.77c12b6c9e8cb62f4936b7665e4d39a9.jpg,train
